County,State,market_name
FREMONT *,IA,"Page-Fremont Counties, IA"
PAGE,IA,"Page-Fremont Counties, IA"
POCAHONTAS,IA,"Pocahontas County, IA"
POWESHIEK,IA,"Poweshiek County, IA"
RINGGOLD,IA,"Ringgold County, IA"
SAC *,IA,"Sac County, IA"
AUDUBON *,IA,"Shelby County, IA"
SHELBY,IA,"Shelby County, IA"
DAKOTA *,NE,"Sioux City, IA-NE-SD"
MONONA,IA,"Sioux City, IA-NE-SD"
PLYMOUTH,IA,"Sioux City, IA-NE-SD"
UNION *,SD,"Sioux City, IA-NE-SD"
WOODBURY,IA,"Sioux City, IA-NE-SD"
LYON,IA,"Sioux County, IA"
O'BRIEN,IA,"Sioux County, IA"
SIOUX,IA,"Sioux County, IA"
CLAY,IA,"Spencer, IA"
PALO ALTO *,IA,"Spencer, IA"
TAYLOR,IA,"Taylor County, IA"
ADAMS,IA,"Union County, IA"
UNION,IA,"Union County, IA"
DAVIS,IA,"Wapello County, IA"
WAPELLO,IA,"Wapello County, IA"
BLACK HAWK,IA,"Waterloo, IA"
BREMER,IA,"Waterloo, IA"
BUCHANAN,IA,"Waterloo, IA"
BUTLER,IA,"Waterloo, IA"
CHICKASAW *,IA,"Waterloo, IA"
GRUNDY,IA,"Waterloo, IA"
TAMA *,IA,"Waterloo, IA"
ALLAMAKEE,IA,"Waukon, IA"
HAMILTON *,IA,"Webster City, IA"
WRIGHT,IA,"Wright County, IA"
ATCHISON,KS,"Atchison County, KS"
BROWN *,KS,"Atchison County, KS"
JEFFERSON *,KS,"Atchison County, KS"
ANCHORAGE MUNICIPALITY,AK,"Anchorage, AK"
MATANUSKA-SUSITNA,AK,"Anchorage, AK"
BARTON,KS,"Barton County, KS"
ELLSWORTH *,KS,"Barton County, KS"
RICE *,KS,"Barton County, KS"
BROWN *,KS,"Nemaha County-Brown County, KS"
NEMAHA,KS,"Nemaha County-Brown County, KS"
CLOUD,KS,"Cloud County, KS"
REPUBLIC,KS,"Cloud County, KS"
WASHINGTON *,KS,"Cloud County, KS"
CHAUTAUQUA,KS,"Coffeyville-Independence, KS-OK"
ELK,KS,"Coffeyville-Independence, KS-OK"
LABETTE *,KS,"Coffeyville-Independence, KS-OK"
MONTGOMERY,KS,"Coffeyville-Independence, KS-OK"
NOWATA *,OK,"Coffeyville-Independence, KS-OK"
WILSON,KS,"Coffeyville-Independence, KS-OK"
GOVE,KS,"Colby, KS"
LOGAN,KS,"Colby, KS"
RAWLINS,KS,"Colby, KS"
SHERIDAN,KS,"Colby, KS"
THOMAS,KS,"Colby, KS"
WALLACE,KS,"Colby, KS"
DENALI,AK,"Fairbanks, AK"
FAIRBANKS NORTH STAR,AK,"Fairbanks, AK"
DOUGLAS,KS,"Lawrence, KS"
JEFFERSON *,KS,"Lawrence, KS"
ELLSWORTH *,KS,"Ellsworth County, KS"
RICE *,KS,"Ellsworth County, KS"
FORD,KS,"Ford County, KS"
GRAY,KS,"Ford County, KS"
CHASE,KS,"Emporia, KS"
COFFEY *,KS,"Emporia, KS"
GREENWOOD *,KS,"Emporia, KS"
LYON,KS,"Emporia, KS"
MCPHERSON,KS,"McPherson County, KS"
RICE *,KS,"McPherson County, KS"
MARION,KS,"Marion County, KS"
MARSHALL,KS,"Marshall County, KS"
WASHINGTON *,KS,"Marshall County, KS"
NORTON,KS,"Phillips County, KS"
PHILLIPS,KS,"Phillips County, KS"
ROOKS *,KS,"Phillips County, KS"
RENO,KS,"Reno County, KS"
RICE *,KS,"Reno County, KS"
LINCOLN *,KS,"Salina, KS"
OTTAWA,KS,"Salina, KS"
SALINE,KS,"Salina, KS"
BUTLER,KS,"Wichita, KS"
COWLEY,KS,"Wichita, KS"
HARVEY,KS,"Wichita, KS"
SEDGWICK,KS,"Wichita, KS"
SUMNER,KS,"Wichita, KS"
ADAIR,KY,"Columbia, KY"
CUMBERLAND,KY,"Burkesville, KY"
CLINTON,KY,"Albany, KY"
ALLEN,KY,"Bowling Green, KY"
BUTLER,KY,"Bowling Green, KY"
EDMONSON,KY,"Bowling Green, KY"
WARREN,KY,"Bowling Green, KY"
CALLOWAY,KY,"Murray, KY"
GREEN,KY,"Campbellsville, KY"
TAYLOR,KY,"Campbellsville, KY"
CARROLL,KY,"Carrollton, KY"
CLAY,KY,"Corbin-London, KY"
KNOX,KY,"Corbin-London, KY"
LAUREL,KY,"Corbin-London, KY"
WHITLEY,KY,"Corbin-London, KY"
CRITTENDEN,KY,"Marion, KY"
BOYLE,KY,"Danville, KY"
CASEY *,KY,"Danville, KY"
GARRARD *,KY,"Danville, KY"
LINCOLN,KY,"Danville, KY"
MERCER,KY,"Danville, KY"
HARDIN *,KY,"Elizabethtown, KY"
LARUE,KY,"Elizabethtown, KY"
CARTER,KY,"Grayson, KY"
ELLIOTT,KY,"Grayson, KY"
ANDERSON,KY,"Frankfort, KY"
FRANKLIN,KY,"Frankfort, KY"
OWEN *,KY,"Frankfort, KY"
BARREN,KY,"Glasgow, KY"
HART,KY,"Glasgow, KY"
METCALFE,KY,"Glasgow, KY"
GRAYSON,KY,"Leitchfield, KY"
HARLAN,KY,"Harlan County, KY"
BREATHITT,KY,"Hazard, KY"
KNOTT,KY,"Hazard, KY"
LESLIE,KY,"Hazard, KY"
PERRY,KY,"Hazard, KY"
JACKSON,KY,"Jackson County, KY"
JOHNSON,KY,"Johnson County, KY"
LAWRENCE,KY,"Lawrence County, KY"
LEE,KY,"Lee County-Owsley County, KY"
OWSLEY,KY,"Lee County-Owsley County, KY"
LETCHER,KY,"Letcher County, KY"
BOURBON,KY,"Lexington, KY"
CLARK,KY,"Lexington, KY"
FAYETTE,KY,"Lexington, KY"
HARRISON,KY,"Lexington, KY"
JESSAMINE,KY,"Lexington, KY"
NICHOLAS,KY,"Lexington, KY"
POWELL,KY,"Lexington, KY"
SCOTT,KY,"Lexington, KY"
WOODFORD,KY,"Lexington, KY"
LOGAN,KY,"Russellville, KY"
BRECKINRIDGE,KY,"Louisville, KY-IN"
BULLITT,KY,"Louisville, KY-IN"
CLARK,IN,"Louisville, KY-IN"
CRAWFORD *,IN,"Louisville, KY-IN"
FLOYD,IN,"Louisville, KY-IN"
HARDIN *,KY,"Louisville, KY-IN"
HARRISON,IN,"Louisville, KY-IN"
HENRY,KY,"Louisville, KY-IN"
JEFFERSON,KY,"Louisville, KY-IN"
MEADE,KY,"Louisville, KY-IN"
HOPKINS,KY,"Madisonville, KY"
WEBSTER *,KY,"Madisonville, KY"
MAGOFFIN,KY,"Magoffin County, KY"
MARION,KY,"Lebanon, KY"
MARTIN,KY,"Martin County, KY"
FLEMING,KY,"Maysville, KY"
LEWIS,KY,"Maysville, KY"
MASON,KY,"Maysville, KY"
ROBERTSON,KY,"Maysville, KY"
MCCREARY,KY,"McCreary County, KY"
BELL,KY,"Middlesboro, KY-TN-VA"
CLAIBORNE,TN,"Middlesboro, KY-TN-VA"
LEE *,VA,"Middlesboro, KY-TN-VA"
MONROE,KY,"Tompkinsville, KY"
MORGAN,KY,"Morgan County, KY"
BATH,KY,"Mount Sterling, KY"
MENIFEE,KY,"Mount Sterling, KY"
MONTGOMERY,KY,"Mount Sterling, KY"
MUHLENBERG,KY,"Greenville, KY"
DAVIESS,KY,"Owensboro, KY"
HANCOCK,KY,"Owensboro, KY"
MCLEAN,KY,"Owensboro, KY"
OHIO,KY,"Owensboro, KY"
BALLARD,KY,"Paducah, KY-IL"
CARLISLE,KY,"Paducah, KY-IL"
GRAVES,KY,"Paducah, KY-IL"
LIVINGSTON,KY,"Paducah, KY-IL"
MARSHALL,KY,"Paducah, KY-IL"
MASSAC,IL,"Paducah, KY-IL"
MCCRACKEN,KY,"Paducah, KY-IL"
POPE *,IL,"Paducah, KY-IL"
FLOYD,KY,"Pikeville, KY"
PIKE,KY,"Pikeville, KY"
CALDWELL,KY,"Princeton, KY"
LYON,KY,"Princeton, KY"
ESTILL,KY,"Richmond, KY"
GARRARD *,KY,"Richmond, KY"
MADISON,KY,"Richmond, KY"
ROCKCASTLE,KY,"Richmond, KY"
ROWAN,KY,"Rowan County, KY"
CASEY *,KY,"Russell Springs, KY"
RUSSELL,KY,"Russell Springs, KY"
SIMPSON,KY,"Franklin, KY"
PULASKI,KY,"Pulaski County, KY"
WASHINGTON,KY,"Springfield, KY"
WAYNE,KY,"Monticello, KY"
WOLFE,KY,"Wolfe County, KY"
ALLEN,LA,"Allen Parish, LA"
AVOYELLES,LA,"Alexandria, LA"
CATAHOULA,LA,"Alexandria, LA"
GRANT,LA,"Alexandria, LA"
LA SALLE,LA,"Alexandria, LA"
RAPIDES,LA,"Alexandria, LA"
ASCENSION,LA,"Baton Rouge, LA"
ASSUMPTION *,LA,"Baton Rouge, LA"
EAST BATON ROUGE,LA,"Baton Rouge, LA"
IBERVILLE,LA,"Baton Rouge, LA"
LIVINGSTON,LA,"Baton Rouge, LA"
SAINT JAMES *,LA,"Baton Rouge, LA"
WEST BATON ROUGE,LA,"Baton Rouge, LA"
CLAIBORNE,LA,"Claiborne Parish, LA"
EAST FELICIANA,LA,"East Feliciana Parish, LA"
EVANGELINE,LA,"Evangeline Parish, LA"
LAFOURCHE,LA,"Houma-Thibodaux, LA"
TERREBONNE,LA,"Houma-Thibodaux, LA"
JEFFERSON,LA,"New Orleans, LA"
ORLEANS,LA,"New Orleans, LA"
PLAQUEMINES,LA,"New Orleans, LA"
SAINT BERNARD,LA,"New Orleans, LA"
SAINT CHARLES,LA,"New Orleans, LA"
SAINT JAMES *,LA,"New Orleans, LA"
SAINT JOHN THE BAPTIST,LA,"New Orleans, LA"
SAINT TAMMANY,LA,"New Orleans, LA"
JEFFERSON DAVIS,LA,"Jennings, LA"
ACADIA,LA,"Lafayette, LA"
IBERIA,LA,"Lafayette, LA"
LAFAYETTE,LA,"Lafayette, LA"
SAINT LANDRY,LA,"Lafayette, LA"
SAINT MARTIN,LA,"Lafayette, LA"
VERMILION,LA,"Lafayette, LA"
BEAUREGARD *,LA,"Lake Charles, LA"
CALCASIEU,LA,"Lake Charles, LA"
CAMERON,LA,"Lake Charles, LA"
JACKSON,LA,"Ruston, LA"
LINCOLN,LA,"Ruston, LA"
ASSUMPTION *,LA,"Morgan City, LA"
SAINT MARY,LA,"Morgan City, LA"
TANGIPAHOA *,LA,"Tangipahoa, LA"
BEAUREGARD *,LA,"Vernon-Beauregard Counties, LA"
VERNON,LA,"Vernon-Beauregard Counties, LA"
WASHINGTON,LA,"Washington Parish, LA"
WEST FELICIANA,LA,"West Feliciana Parish, LA"
CALDWELL,LA,"Monroe, LA"
OUACHITA,LA,"Monroe, LA"
UNION,LA,"Monroe, LA"
BOSSIER,LA,"Shreveport-Bossier City, LA"
CADDO,LA,"Shreveport-Bossier City, LA"
DE SOTO,LA,"Shreveport-Bossier City, LA"
WEBSTER,LA,"Shreveport-Bossier City, LA"
POINTE COUPEE,LA,"Pointe Coupee Parish, LA"
SAINT HELENA,LA,"Saint Helena Parish, LA"
KENNEBEC *,ME,"Augusta, ME"
LINCOLN *,ME,"Augusta, ME"
WALDO *,ME,"Augusta, ME"
HANCOCK *,ME,"Bangor, ME"
PENOBSCOT *,ME,"Bangor, ME"
PISCATAQUIS *,ME,"Bangor, ME"
SOMERSET *,ME,"Bangor, ME"
WALDO *,ME,"Bangor, ME"
KENNEBEC *,ME,"Belfast, ME"
WALDO *,ME,"Belfast, ME"
LINCOLN *,ME,"Boothbay Harbor, ME"
WASHINGTON *,ME,"Calais, ME"
AROOSTOOK *,ME,"Presque Isle, ME"
HANCOCK *,ME,"Ellsworth, ME"
WALDO *,ME,"Ellsworth, ME"
WASHINGTON *,ME,"Ellsworth, ME"
ANDROSCOGGIN *,ME,"Farmington, ME"
FRANKLIN *,ME,"Farmington, ME"
KENNEBEC *,ME,"Farmington, ME"
SOMERSET *,ME,"Farmington, ME"
PENOBSCOT *,ME,"Dover-Foxcroft, ME"
PISCATAQUIS *,ME,"Dover-Foxcroft, ME"
SOMERSET *,ME,"Dover-Foxcroft, ME"
PISCATAQUIS *,ME,"Pittsfield, ME"
SOMERSET *,ME,"Pittsfield, ME"
WALDO *,ME,"Pittsfield, ME"
KNOX *,ME,"Rockland-Camden, ME"
LINCOLN *,ME,"Rockland-Camden, ME"
WALDO *,ME,"Rockland-Camden, ME"
CUMBERLAND *,ME,"Brunswick, ME"
LINCOLN *,ME,"Brunswick, ME"
SAGADAHOC *,ME,"Brunswick, ME"
AROOSTOOK *,ME,"Houlton, ME"
PENOBSCOT *,ME,"Houlton, ME"
WASHINGTON *,ME,"Houlton, ME"
ANDROSCOGGIN *,ME,"Lewiston-Auburn, ME"
KENNEBEC *,ME,"Lewiston-Auburn, ME"
OXFORD *,ME,"Lewiston-Auburn, ME"
PENOBSCOT *,ME,"Lincoln, ME"
WASHINGTON *,ME,"Machias, ME"
AROOSTOOK *,ME,"Madawaska, ME"
AROOSTOOK *,ME,"Millinocket, ME"
PENOBSCOT *,ME,"Millinocket, ME"
PISCATAQUIS *,ME,"Millinocket, ME"
ANDROSCOGGIN *,ME,"Portland-South Portland, ME"
CUMBERLAND *,ME,"Portland-South Portland, ME"
OXFORD *,ME,"Portland-South Portland, ME"
YORK *,ME,"Portland-South Portland, ME"
FRANKLIN *,ME,"Rumford, ME"
OXFORD *,ME,"Rumford, ME"
KENNEBEC *,ME,"Waterville, ME"
SOMERSET *,ME,"Waterville, ME"
WALDO *,ME,"Waterville, ME"
CUMBERLAND *,ME,"Bridgton-Paris, ME"
OXFORD *,ME,"Bridgton-Paris, ME"
YORK *,ME,"Sanford, ME"
SOMERSET *,ME,"Skowhegan, ME"
KNOX *,ME,"Waldoboro, ME"
LINCOLN *,ME,"Waldoboro, ME"
YORK *,ME,"Wells, ME"
ANNE ARUNDEL *,MD,"Annapolis, MD"
QUEEN ANNE'S,MD,"Annapolis, MD"
BALTIMORE,MD,"Baltimore, MD"
BALTIMORE (CITY),MD,"Baltimore, MD"
CARROLL,MD,"Baltimore, MD"
HARFORD,MD,"Baltimore, MD"
HOWARD *,MD,"Baltimore, MD"
CAROLINE,MD,"Caroline, MD"
ALLEGANY,MD,"Cumberland, MD-WV"
MINERAL,WV,"Cumberland, MD-WV"
DORCHESTER,MD,"Dorchester, MD"
TALBOT,MD,"Easton, MD"
FRANKLIN,PA,"Hagerstown-Chambersburg, MD-PA"
FULTON,PA,"Hagerstown-Chambersburg, MD-PA"
WASHINGTON,MD,"Hagerstown-Chambersburg, MD-PA"
KENT,MD,"Kent, MD"
WICOMICO,MD,"Salisbury, MD"
SOMERSET,MD,"Somerset, MD"
WORCESTER,MD,"Worcester, MD"
GARRETT,MD,"Garrett, MD"
SAINT MARY'S,MD,"Saint Mary's, MD"
BRISTOL *,MA,"Boston, MA-NH"
ESSEX,MA,"Boston, MA-NH"
HILLSBOROUGH *,NH,"Boston, MA-NH"
MIDDLESEX,MA,"Boston, MA-NH"
NORFOLK,MA,"Boston, MA-NH"
PLYMOUTH *,MA,"Boston, MA-NH"
ROCKINGHAM *,NH,"Boston, MA-NH"
SUFFOLK,MA,"Boston, MA-NH"
WORCESTER *,MA,"Boston, MA-NH"
HAMPDEN *,MA,"Worcester, MA-CT"
WINDHAM *,CT,"Worcester, MA-CT"
WORCESTER *,MA,"Worcester, MA-CT"
FRANKLIN *,MA,"Springfield, MA-CT"
HAMPDEN *,MA,"Springfield, MA-CT"
HAMPSHIRE,MA,"Springfield, MA-CT"
HARTFORD *,CT,"Springfield, MA-CT"
TOLLAND *,CT,"Springfield, MA-CT"
BERKSHIRE *,MA,"Pittsfield, MA"
BARNSTABLE,MA,"Cape Cod, MA"
PLYMOUTH *,MA,"Cape Cod, MA"
BRISTOL *,MA,"New Bedford, MA"
PLYMOUTH *,MA,"New Bedford, MA"
DUKES,MA,"Martha's Vineyard, MA"
NANTUCKET,MA,"Nantucket, MA"
FRANKLIN *,MA,"Athol, MA"
WORCESTER *,MA,"Athol, MA"
FRANKLIN *,MA,"Greenfield, MA"
WORCESTER *,MA,"Leominster, MA"
BENNINGTON *,VT,"North Adams, MA-VT"
BERKSHIRE *,MA,"North Adams, MA-VT"
BARAGA,MI,"Calumet, MI"
HOUGHTON,MI,"Calumet, MI"
KEWEENAW,MI,"Calumet, MI"
ALGER,MI,"Marquette, MI"
MARQUETTE,MI,"Marquette, MI"
SCHOOLCRAFT *,MI,"Marquette, MI"
DICKINSON,MI,"Stambaugh, MI-WI"
FLORENCE,WI,"Stambaugh, MI-WI"
FOREST *,WI,"Stambaugh, MI-WI"
IRON,MI,"Stambaugh, MI-WI"
MARINETTE *,WI,"Stambaugh, MI-WI"
DELTA,MI,"Escabana, MI"
MENOMINEE *,MI,"Escabana, MI"
SCHOOLCRAFT *,MI,"Escabana, MI"
CHIPPEWA,MI,"Sault Sainte Marie, MI"
LUCE,MI,"Sault Sainte Marie, MI"
MACKINAC,MI,"Sault Sainte Marie, MI"
GRATIOT,MI,"Alma, MI"
ALPENA,MI,"Alpena, MI"
MONTMORENCY *,MI,"Alpena, MI"
PRESQUE ISLE,MI,"Alpena, MI"
ARENAC,MI,"Saginaw-Bay City, MI"
BAY,MI,"Saginaw-Bay City, MI"
SAGINAW,MI,"Saginaw-Bay City, MI"
TUSCOLA *,MI,"Saginaw-Bay City, MI"
BERRIEN *,MI,"Benton Harbor-Saint Joseph, MI"
MISSAUKEE,MI,"Cadillac, MI"
OSCEOLA *,MI,"Cadillac, MI"
WEXFORD,MI,"Cadillac, MI"
BRANCH,MI,"Coldwater, MI"
GENESEE,MI,"Detroit, MI"
LAPEER,MI,"Detroit, MI"
LENAWEE,MI,"Detroit, MI"
LIVINGSTON,MI,"Detroit, MI"
MACOMB,MI,"Detroit, MI"
MONROE,MI,"Detroit, MI"
OAKLAND,MI,"Detroit, MI"
SAINT CLAIR,MI,"Detroit, MI"
SANILAC *,MI,"Detroit, MI"
SHIAWASSEE,MI,"Detroit, MI"
MONTMORENCY *,MI,"Gaylord, MI"
OSCODA,MI,"Gaylord, MI"
OTSEGO,MI,"Gaylord, MI"
ALLEGAN,MI,"Grand Rapids, MI"
BARRY,MI,"Grand Rapids, MI"
IONIA,MI,"Grand Rapids, MI"
KENT,MI,"Grand Rapids, MI"
LAKE *,MI,"Grand Rapids, MI"
MECOSTA,MI,"Grand Rapids, MI"
MONTCALM,MI,"Grand Rapids, MI"
MUSKEGON,MI,"Grand Rapids, MI"
NEWAYGO,MI,"Grand Rapids, MI"
OCEANA,MI,"Grand Rapids, MI"
HILLSDALE,MI,"Hillsdale County, MI"
HURON,MI,"Bad Axe, MI"
SANILAC *,MI,"Bad Axe, MI"
TUSCOLA *,MI,"Bad Axe, MI"
JACKSON,MI,"Jackson, MI"
KALAMAZOO,MI,"Kalamazoo-Battle Creek, MI"
SAINT JOSEPH *,MI,"Kalamazoo-Battle Creek, MI"
VAN BUREN,MI,"Kalamazoo-Battle Creek, MI"
CLINTON,MI,"Lansing, MI"
EATON,MI,"Lansing, MI"
INGHAM,MI,"Lansing, MI"
LAKE *,MI,"Ludington, MI"
MANISTEE *,MI,"Ludington, MI"
MASON,MI,"Ludington, MI"
CLARE,MI,"Mount Pleasant, MI"
ISABELLA,MI,"Mount Pleasant, MI"
ALCONA,MI,"Oscoda, MI"
IOSCO,MI,"Oscoda, MI"
ANTRIM *,MI,"Petoskey, MI"
CHARLEVOIX,MI,"Petoskey, MI"
CHEBOYGAN,MI,"Petoskey, MI"
EMMET,MI,"Petoskey, MI"
CRAWFORD,MI,"Roscommon, MI"
ROSCOMMON,MI,"Roscommon, MI"
ANTRIM *,MI,"Traverse City, MI"
BENZIE,MI,"Traverse City, MI"
GRAND TRAVERSE,MI,"Traverse City, MI"
KALKASKA,MI,"Traverse City, MI"
LEELANAU,MI,"Traverse City, MI"
MANISTEE *,MI,"Traverse City, MI"
OGEMAW,MI,"West Branch, MI"
CALHOUN,MI,"Calhoun County, MI"
GLADWIN,MI,"Midland-Gladwin, MI"
MIDLAND,MI,"Midland-Gladwin, MI"
ROSEAU,MN,"Roseau, MN"
MARSHALL *,MN,"Thief River Falls, MN"
PENNINGTON,MN,"Thief River Falls, MN"
RED LAKE,MN,"Thief River Falls, MN"
LAKE OF THE WOODS,MN,"Baudette, MN"
BELTRAMI,MN,"Bemidji, MN"
CASS *,MN,"Bemidji, MN"
CLEARWATER,MN,"Bemidji, MN"
HUBBARD *,MN,"Bemidji, MN"
ITASCA *,MN,"Bemidji, MN"
KOOCHICHING,MN,"International Falls, MN"
ITASCA *,MN,"Hibbing, MN"
SAINT LOUIS *,MN,"Hibbing, MN"
CARLTON *,MN,"Duluth, MN-WI"
DOUGLAS,WI,"Duluth, MN-WI"
LAKE,MN,"Duluth, MN-WI"
SAINT LOUIS *,MN,"Duluth, MN-WI"
BECKER *,MN,"Detroit Lakes, MN"
MAHNOMEN,MN,"Detroit Lakes, MN"
BECKER *,MN,"Park Rapids, MN"
CASS *,MN,"Park Rapids, MN"
HUBBARD *,MN,"Park Rapids, MN"
AITKIN *,MN,"Grand Rapids, MN"
CASS *,MN,"Grand Rapids, MN"
ITASCA *,MN,"Grand Rapids, MN"
GRANT *,MN,"Fergus Falls, MN"
OTTER TAIL *,MN,"Fergus Falls, MN"
WILKIN *,MN,"Fergus Falls, MN"
CASS *,MN,"Wadena, MN"
OTTER TAIL *,MN,"Wadena, MN"
TODD *,MN,"Wadena, MN"
WADENA,MN,"Wadena, MN"
GRANT *,MN,"Morris, MN"
STEVENS,MN,"Morris, MN"
DOUGLAS,MN,"Alexandria, MN"
OTTER TAIL *,MN,"Alexandria, MN"
POPE,MN,"Alexandria, MN"
BENTON,MN,"Saint Cloud, MN"
SHERBURNE *,MN,"Saint Cloud, MN"
STEARNS,MN,"Saint Cloud, MN"
MORRISON,MN,"Little Falls, MN"
TODD *,MN,"Little Falls, MN"
CASS *,MN,"Brainerd, MN"
CROW WING,MN,"Brainerd, MN"
AITKIN *,MN,"Aitkin County, MN"
KANABEC,MN,"Mora, MN"
MILLE LACS *,MN,"Mora, MN"
CARLTON *,MN,"Sandstone, MN"
PINE,MN,"Sandstone, MN"
CHISAGO *,MN,"Cambridge, MN"
ISANTI,MN,"Cambridge, MN"
MILLE LACS *,MN,"Cambridge, MN"
ANOKA,MN,"Minneapolis-Saint Paul, MN-WI"
CARVER,MN,"Minneapolis-Saint Paul, MN-WI"
CHISAGO *,MN,"Minneapolis-Saint Paul, MN-WI"
DAKOTA,MN,"Minneapolis-Saint Paul, MN-WI"
HENNEPIN,MN,"Minneapolis-Saint Paul, MN-WI"
LE SUEUR *,MN,"Minneapolis-Saint Paul, MN-WI"
RAMSEY,MN,"Minneapolis-Saint Paul, MN-WI"
SAINT CROIX *,WI,"Minneapolis-Saint Paul, MN-WI"
SCOTT,MN,"Minneapolis-Saint Paul, MN-WI"
SHERBURNE *,MN,"Minneapolis-Saint Paul, MN-WI"
SWIFT *,MN,"Benson, MN"
CHIPPEWA *,MN,"Montevideo, MN"
LAC QUI PARLE *,MN,"Montevideo, MN"
RENVILLE *,MN,"Montevideo, MN"
YELLOW MEDICINE *,MN,"Montevideo, MN"
LINCOLN,MN,"Marshall, MN"
LYON,MN,"Marshall, MN"
MURRAY *,MN,"Marshall, MN"
REDWOOD *,MN,"Marshall, MN"
YELLOW MEDICINE *,MN,"Marshall, MN"
PIPESTONE,MN,"Pipestone, MN"
COTTONWOOD,MN,"Worthington, MN"
JACKSON,MN,"Worthington, MN"
MURRAY *,MN,"Worthington, MN"
NOBLES,MN,"Worthington, MN"
REDWOOD *,MN,"Redwood Falls, MN"
RENVILLE *,MN,"Redwood Falls, MN"
CHIPPEWA *,MN,"Willmar, MN"
KANDIYOHI,MN,"Willmar, MN"
SWIFT *,MN,"Willmar, MN"
MEEKER,MN,"Litchfield, MN"
WRIGHT *,MN,"Litchfield, MN"
MCLEOD *,MN,"Hutchinson, MN"
RENVILLE *,MN,"Hutchinson, MN"
BROWN,MN,"New Ulm, MN"
MCLEOD *,MN,"New Ulm, MN"
NICOLLET *,MN,"New Ulm, MN"
SIBLEY *,MN,"New Ulm, MN"
BLUE EARTH,MN,"Mankato, MN"
LE SUEUR *,MN,"Mankato, MN"
NICOLLET *,MN,"Mankato, MN"
SIBLEY *,MN,"Mankato, MN"
WASECA *,MN,"Mankato, MN"
WATONWAN,MN,"Mankato, MN"
FARIBAULT *,MN,"Fairmont, MN"
MARTIN,MN,"Fairmont, MN"
FARIBAULT *,MN,"Albert Lea, MN"
FREEBORN *,MN,"Albert Lea, MN"
FREEBORN *,MN,"Austin, MN"
MOWER,MN,"Austin, MN"
BUFFALO *,WI,"Rochester, MN-WI"
DODGE *,MN,"Rochester, MN-WI"
FILLMORE,MN,"Rochester, MN-WI"
GOODHUE *,MN,"Rochester, MN-WI"
OLMSTED,MN,"Rochester, MN-WI"
WABASHA,MN,"Rochester, MN-WI"
WINONA *,MN,"Rochester, MN-WI"
DODGE *,MN,"Owatonna, MN"
STEELE,MN,"Owatonna, MN"
WASECA *,MN,"Owatonna, MN"
GOODHUE *,MN,"Faribault, MN"
RICE,MN,"Faribault, MN"
BUFFALO *,WI,"Winona, MN-WI"
WINONA *,MN,"Winona, MN-WI"
GOODHUE *,MN,"Red Wing, MN-WI"
PEPIN *,WI,"Red Wing, MN-WI"
PIERCE *,WI,"Red Wing, MN-WI"
COOK,MN,"Grand Marais, MN"
ADAMS,MS,"Natchez, MS-LA"
CONCORDIA,LA,"Natchez, MS-LA"
FRANKLIN *,MS,"Natchez, MS-LA"
JEFFERSON *,MS,"Natchez, MS-LA"
ALCORN,MS,"Corinth, MS"
ATTALA,MS,"Kosciusko, MS"
HANCOCK,MS,"Biloxi, MS"
HARRISON,MS,"Biloxi, MS"
JACKSON *,MS,"Biloxi, MS"
CLAIBORNE,MS,"Claiborne County, MS"
JEFFERSON *,MS,"Claiborne County, MS"
CLARKE,MS,"Meridian, MS"
KEMPER,MS,"Meridian, MS"
LAUDERDALE,MS,"Meridian, MS"
NEWTON *,MS,"Meridian, MS"
CLAY,MS,"West Point, MS"
BOLIVAR,MS,"Cleveland, MS"
COAHOMA *,MS,"Clarksdale, MS"
COVINGTON,MS,"Covington County, MS"
GRENADA,MS,"Grenada-Winona, MS"
MONTGOMERY,MS,"Grenada-Winona, MS"
FORREST,MS,"Hattiesburg, MS"
LAMAR,MS,"Hattiesburg, MS"
HOLMES,MS,"Lexington, MS"
HUMPHREYS,MS,"Belzoni, MS"
SUNFLOWER,MS,"Indianola, MS"
COPIAH,MS,"Jackson, MS"
HINDS,MS,"Jackson, MS"
MADISON,MS,"Jackson, MS"
RANKIN,MS,"Jackson, MS"
SIMPSON,MS,"Jackson, MS"
JASPER,MS,"Laurel, MS"
JONES,MS,"Laurel, MS"
JEFFERSON DAVIS,MS,"Jefferson Davis County, MS"
GREENE *,MS,"Perry-Greene Counties, MS"
PERRY,MS,"Perry-Greene Counties, MS"
CARROLL,MS,"Greenwood, MS"
LEFLORE,MS,"Greenwood, MS"
FRANKLIN *,MS,"Brookhaven, MS"
LINCOLN,MS,"Brookhaven, MS"
LOWNDES,MS,"Columbus, MS"
MARION,MS,"Marion County, MS"
AMITE *,MS,"McComb, MS-LA"
PIKE,MS,"McComb, MS-LA"
TANGIPAHOA *,LA,"McComb, MS-LA"
MONROE *,MS,"Aberdeen, MS"
NESHOBA,MS,"Philadelphia, MS"
NEWTON *,MS,"Philadelphia, MS"
NOXUBEE,MS,"Macon, MS"
LAFAYETTE,MS,"Oxford, MS"
YALOBUSHA,MS,"Oxford, MS"
GEORGE,MS,"Pascagoula, MS"
JACKSON *,MS,"Pascagoula, MS"
PEARL RIVER,MS,"Pearl River County, MS"
LEAKE,MS,"Leake County, MS"
PANOLA *,MS,"Batesville, MS"
QUITMAN *,MS,"Batesville, MS"
